filename,label,label_ru,source_part,source_folder,original_path,processed_path,width,height
ch2__-32__2.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\-32.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__-32__2.jpg,4160,2768
ch2__1.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\1.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__1.jpg,4089,2550
ch2__10.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\10.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__10.jpg,3995,2526
ch2__100.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\100.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__100.jpg,2272,1704
ch2__100_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\100_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__100_.jpg,4160,2768
ch2__101.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\101.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__101.jpg,2272,1704
ch2__101_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\101_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__101_.jpg,4160,2768
ch2__102.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\102.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__102.jpg,2272,1704
ch2__103.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\103.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__103.jpg,2272,1704
ch2__104.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\104.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__104.jpg,2272,1704
ch2__105.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\105.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__105.jpg,2272,1704
ch2__107.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\107.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__107.jpg,2272,1704
ch2__108.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\108.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__108.jpg,2272,1704
ch2__109.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\109.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__109.jpg,2272,1704
ch2__11.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\11.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__11.jpg,4160,2474
ch2__110.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\110.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__110.jpg,2272,1704
ch2__111.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\111.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__111.jpg,2272,1704
ch2__112.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\112.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__112.jpg,2272,1704
ch2__113.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\113.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__113.jpg,2272,1704
ch2__114.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\114.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__114.jpg,2272,1704
ch2__115.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\115.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__115.jpg,2272,1704
ch2__116.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\116.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__116.jpg,2272,1704
ch2__117.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\117.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__117.jpg,2272,1704
ch2__118.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\118.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__118.jpg,2272,1704
ch2__119.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\119.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__119.jpg,2272,1704
ch2__12.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\12.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__12.jpg,4160,2514
ch2__120.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\120.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__120.jpg,2272,1704
ch2__120_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\120_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__120_.jpg,4160,2768
ch2__121.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\121.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__121.jpg,2272,1704
ch2__121_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\121_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__121_.jpg,4160,2768
ch2__122.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\122.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__122.jpg,2272,1704
ch2__122_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\122_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__122_.jpg,4160,2768
ch2__123.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\123.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__123.jpg,2272,1704
ch2__123_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\123_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__123_.jpg,4160,2768
ch2__124.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\124.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__124.jpg,2272,1704
ch2__124_.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\124_.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__124_.jpg,4160,2768
ch2__125.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\125.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__125.jpg,2272,1704
ch2__126.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\126.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__126.jpg,2272,1704
ch2__127.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\127.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__127.jpg,2272,1704
ch2__128.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\128.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__128.jpg,2272,1704
ch2__129.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\129.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__129.jpg,2272,1704
ch2__13.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\13.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__13.jpg,4160,2504
ch2__130.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\130.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__130.jpg,2272,1704
ch2__131.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\131.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__131.jpg,2272,1704
ch2__132.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\132.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__132.jpg,2272,1704
ch2__133.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\133.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__133.jpg,2272,1704
ch2__134.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\134.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__134.jpg,2272,1704
ch2__135.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\135.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__135.jpg,2272,1704
ch2__136.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\136.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__136.jpg,2272,1704
ch2__137.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\137.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__137.jpg,2272,1704
ch2__138.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\138.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__138.jpg,2272,1704
ch2__139.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\139.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__139.jpg,2272,1704
ch2__14.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\14.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__14.jpg,4160,2522
ch2__140.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\140.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__140.jpg,2272,1704
ch2__141.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\141.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__141.jpg,2272,1704
ch2__142.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\142.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__142.jpg,2272,1704
ch2__143.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\143.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__143.jpg,2272,1704
ch2__144.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\144.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__144.jpg,2272,1704
ch2__145.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\145.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__145.jpg,2272,1704
ch2__146.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\146.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__146.jpg,2272,1704
ch2__147.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\147.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__147.jpg,2272,1704
ch2__148.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\148.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__148.jpg,2272,1704
ch2__149.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\149.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__149.jpg,2272,1704
ch2__15.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\15.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__15.jpg,4160,2494
ch2__150.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\150.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__150.jpg,2272,1704
ch2__151.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\151.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__151.jpg,2272,1704
ch2__152.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\152.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__152.jpg,2272,1704
ch2__153.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\153.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__153.jpg,2272,1704
ch2__154.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\154.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__154.jpg,2272,1704
ch2__155.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\155.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__155.jpg,2272,1704
ch2__156.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\156.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__156.jpg,2272,1704
ch2__157.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\157.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__157.jpg,2272,1704
ch2__158.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\158.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__158.jpg,2272,1704
ch2__159.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\159.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__159.jpg,2272,1704
ch2__16.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\16.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__16.jpg,4160,2530
ch2__160.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\160.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__160.jpg,2272,1704
ch2__161.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\161.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__161.jpg,2272,1704
ch2__162.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\162.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__162.jpg,2272,1704
ch2__163.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\163.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__163.jpg,2272,1704
ch2__164.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\164.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__164.jpg,2272,1704
ch2__165.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\165.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__165.jpg,2272,1704
ch2__166.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\166.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__166.jpg,2272,1704
ch2__167.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\167.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__167.jpg,2272,1704
ch2__168.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\168.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__168.jpg,2272,1704
ch2__169.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\169.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__169.jpg,2272,1704
ch2__17.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\17.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__17.jpg,4160,2550
ch2__170.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\170.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__170.jpg,2272,1704
ch2__171.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\171.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__171.jpg,2272,1704
ch2__172.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\172.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__172.jpg,2272,1704
ch2__173.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\173.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__173.jpg,2272,1704
ch2__174.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\174.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__174.jpg,2272,1704
ch2__175.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\175.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__175.jpg,2272,1704
ch2__176.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\176.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__176.jpg,2272,1704
ch2__177.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\177.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__177.jpg,2272,1704
ch2__178.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\178.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__178.jpg,2272,1704
ch2__179.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\179.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__179.jpg,2272,1704
ch2__18.jpg,ryadovaya,рядовая,Фото руд по сортам. ч2,рядовые,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч2\рядовые\18.jpg,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch2__18.jpg,6240,3835
